"X","id","id_spp","id_process","E_sch","E_SE_sch","lnB0_sch","lnB0_SE_sch","lnB0Bug","E_D_sch","E_D_SE_sch","T_h_sch","T_h_SE_sch","T_pk_sch","P_pk_sch","P_pkBug","AIC_sch","r_sq_sch","AftPk","BefPk","MinVal","B0_renorm10"
222,"MTD3491","Ascoseira mirabilis","respiration rate",0.44494489877344,0.214389193269511,1.67378414172419,8.88538603194047,FALSE,3.35552317037937,4572006.90046263,350,593011943.418307,302.589253,-15.3848976116675,FALSE,2.8743168915324,0.951633209346441,0,4,NA,6.45363834895576e-08
223,"MTD3494","Potamogeton pectinatus","respiration rate",1.68688838286027,1.11844054942626,51.6261224080358,46.4200012900101,FALSE,1.68703323643826,0.888094660606874,336.798682139852,16449.5179336875,312.848048,-15.8478413544134,FALSE,9.37305557878797,0.965221281154046,0,5,NA,2.1324284662664e-08
224,"MTD3497","Potamogeton pectinatus","respiration rate",1.30138406431448,0.530748949336817,35.3174551485733,22.0588225416656,FALSE,1.30165054874151,0.301145077674554,350,10860.034629081,313.297964,-16.3417491689143,FALSE,2.42246815819898,0.949126076968435,0,5,NA,1.28429720395586e-08
225,"MTD3500","Potamogeton pectinatus","respiration rate",1.08307111689545,0.330077224565697,26.5714414098189,13.7801786003503,FALSE,1.08406914716854,0.149393462158847,350,2499.70471551898,312.786562,-16.3772269445516,FALSE,-5.67364081750503,0.985521804749295,0,5,NA,1.51453687883691e-08
226,"MTD3503","Potamogeton pectinatus","respiration rate",1.59086279961991,1.38517173321029,46.3184103502734,57.862721175342,FALSE,1.59092361938208,2.19217458451874,349.172873538472,106862.152384528,313.063925,-16.7249372702542,FALSE,12.1087983317555,0.95846216363842,0,5,NA,5.76967031109022e-09
227,"MTD3506","Potamogeton perfoliatus","respiration rate",1.01575502664591,0.36276699506451,24.3355180332371,15.1386291666213,FALSE,1.0176481950455,0.153513754854548,350,1704.44976747071,315.17128,-15.6850298761887,FALSE,-3.16868100607724,0.960000879877987,0,6,NA,2.63422255545948e-08
228,"MTD3509","Potamogeton perfoliatus","respiration rate",0.637327019908958,0.458858107799222,8.85204393851929,19.2544087731827,TRUE,0.668890052582695,0.47481276273115,350,436.63257121971,315.387648,-15.6104086365467,TRUE,-11.1492689637321,0.983906586196748,0,5,NA,2.88233900333897e-08
229,"MTD3512","Potamogeton perfoliatus","respiration rate",0.980069848654676,0.434216128561768,22.7399403365839,18.1123983425958,FALSE,0.98220773621884,0.179809404537954,350,1682.84175710327,315.038817,-15.9426784127759,FALSE,-3.45215486563023,0.948215258877758,0,6,NA,2.25964522494595e-08
230,"MTD3515","Potamogeton perfoliatus","respiration rate",1.24148159383498,0.330874215038282,33.2443638161825,13.7683027690094,FALSE,1.24175283277015,0.21643578950133,350,4730.35291405015,315.102065,-16.3536299461945,FALSE,-6.00395649569541,0.965341224468467,0,6,NA,1.74518081498383e-08
231,"MTD3518","Callitriche obtusangula","respiration rate",1.78361317010614,1.79564444656285,57.3095123011131,75.2296879993888,FALSE,1.78375017733662,1.71453547042634,326.113681355929,3932.34050675566,317.73633,-15.6138285655214,FALSE,-1.68324813171922,0.876246097062511,1,5,NA,7.65032863122469e-08
232,"MTD3521","Callitriche obtusangula","respiration rate",0.504301903420989,0.188513899103748,3.33836098283676,7.57976117288328,FALSE,18.670784049096,6504385.85911812,311.389555967572,459018.502930903,305.93639,-15.7844708722537,FALSE,9.29493799129886,0.866096761960886,1,4,NA,2.99608752021994e-08
233,"MTD3524","Callitriche obtusangula","respiration rate",1.60506444625872,0.405723777477598,48.5687132839173,16.855292432295,FALSE,1.60583260102253,0.311857914360873,326.029088777174,984.848247052221,313.184966,-16.1920175650336,FALSE,-3.75992768659398,0.96909006545996,1,4,NA,2.50257726645703e-08
234,"MTD3527","Callitriche obtusangula","respiration rate",2.67670384096458,0.627554318715761,92.0733747684639,26.4027943836531,FALSE,2.67678977526383,0.728456197777943,316.73742706517,6820.42683620269,313.37608,-16.311022915758,FALSE,5.01467684728842,0.929994901835784,1,4,NA,1.79012416281622e-08
235,"MTD3530","Callitriche obtusangula","respiration rate",1.42643191611304,1.23078442220413,41.4291402428732,52.0288910731354,FALSE,1.4264936013382,1.54972397220496,350,46960.9721230273,312.951865,-15.9106677168608,FALSE,4.77298690010149,0.919325616616003,0,5,NA,3.07637949860523e-08
236,"MTD3531","Enteromorpha intestinalis","respiration rate",1.62457564736346,4.45957277121989,48.7029646951973,192.508412831909,FALSE,1.62466621493079,4.42909602454746,325.551435543056,2340.15828033569,315.771082,-18.9831987637599,FALSE,-21.6537630375363,0.864994326046783,2,8,NA,4.30440687370572e-09
237,"MTD3532","Fucus ceranoides","respiration rate",0.119163433853834,0.0628859452663101,-14.7046711943289,2.47452508649004,FALSE,30.3457925942305,7423838.51936691,313.663495061452,417712.549118697,310.604792,-19.1553637793483,FALSE,3.47102740637618,0.689692850214055,1,9,NA,3.11538906521039e-09
238,"MTD3533","Ulva lactuca","respiration rate",0.390116165149082,0.0674559933073608,-4.4501109030936,2.68565266404404,FALSE,2.73857578375452,0.840053230737809,308.613623333642,1.86690030968074,308.317538,-19.2690184029179,FALSE,1.21033020431336,0.842687090871079,4,7,NA,1.33603231197042e-09
239,"MTD3534","Chondrus crispus","respiration rate",0.27558074032828,0.0817514564326391,-8.84902276052843,3.27555899302548,FALSE,2.25088145585856,0.436663080001834,303.284662546925,1.72522868775783,300.847132,-19.5427989225882,FALSE,1.4727780412264,0.739419186115496,3,8,NA,1.79163557183022e-09
240,"MTD3535","Griffithsia flosculosa","respiration rate",0.499035355578936,0.343664547813754,0.263640042203704,14.1692688972789,FALSE,1.21650360098172,0.311734598578896,298.480467155924,4.28671379834082,298.189413,-19.6604438075519,FALSE,13.0054939391788,0.540465809163352,3,8,NA,1.62998382111107e-09
241,"MTD3536","Porphyra umbilicalis","respiration rate",0.579602493340403,0.162589430251261,4.2608479560715,6.70126199567312,FALSE,1.30371700679834,0.0997876185382394,296.782597019029,1.62838017935501,295.96888,-18.9856548849455,FALSE,-7.39537840032851,0.868214361404381,5,6,NA,3.22418915187075e-09
242,"MTD3537","Enteromorpha intestinalis","respiration rate",0.386369976548393,0.0338474334559972,-3.6757115666743,1.39368909919843,FALSE,1.17987877720587,0.183638445091629,306.874631478415,0.809063634240171,308.1211,-18.6821986847406,FALSE,-30.3288770655456,0.980558874737391,2,10,NA,3.34034162357315e-09
243,"MTD3538","Fucus ceranoides","respiration rate",0.424463390563198,0.0490311806580164,-2.36399272210704,2.01107819995134,FALSE,1.43702003891929,0.151225704688865,301.141778205959,1.06973722326587,302.766846,-19.0752907768182,FALSE,-18.7551936381933,0.93470371498871,4,8,NA,2.60188917002819e-09
244,"MTD3539","Ulva lactuca","respiration rate",0.326014076443005,0.023348569067554,-6.47092503513319,0.938336988946788,FALSE,31.7502108212556,13331361.6566175,311.771210312789,320547.203358154,307.91259,-18.7538455003037,FALSE,-20.4628306040847,0.966178742272595,1,10,NA,2.44789935979356e-09
245,"MTD3540","Chondrus crispus","respiration rate",0.51705676236374,0.0728188359644986,0.524508456038805,2.99722478151047,FALSE,1.36344429904676,0.142932395537805,300.392176253244,1.25563605876234,297.94504,-19.9417624119663,FALSE,-12.9249625271957,0.925733211614986,4,8,NA,1.03979056807572e-09
246,"MTD3541","Griffithsia flosculosa","respiration rate",0.550465892735206,0.0718254094379739,2.25650599363165,2.94338186227419,FALSE,1.57046188993296,0.154762762319532,300.143617000926,1.21887989268146,298.151139,-19.4691538918201,FALSE,-9.17345786048476,0.964591416317315,4,8,NA,1.51078287829585e-09
247,"MTD3542","Porphyra umbilicalis","respiration rate",0.471573517071719,0.179462134745833,-0.770931698951982,7.65054435636053,FALSE,0.703793913999188,0.090313331783239,305.655366879941,2.58627931540981,307.679507,-19.7813046648577,FALSE,-17.7269693616693,0.878713844735165,4,8,NA,1.51284799398524e-09
248,"MTD3543","Enteromorpha intestinalis","respiration rate",0.420612986034325,0.0671986888133993,-3.09975661509685,2.7514697551436,FALSE,4.25868816616368,9.98387064646972,305.765598650085,7.12830519774479,303.132185,-19.2232671252257,FALSE,-2.11153751996753,0.93934996460629,1,8,NA,1.47785248267119e-09
249,"MTD3544","Fucus ceranoides","respiration rate",0.527776506034648,0.115972282178797,1.31306158589195,4.76675302039779,FALSE,2.26806309177275,2.63552697194279,304.776577113137,2.83362662792658,303.115494,-19.0592384709328,FALSE,6.42513179177236,0.936959610045699,1,8,NA,1.51043981905484e-09
250,"MTD3545","Ulva lactuca","respiration rate",0.577543452908483,0.050954585822764,3.76431114380983,2.11135443873774,FALSE,1.50842473912578,0.245713173640479,301.400723650161,0.844211749018032,303.073119,-18.9604367407594,FALSE,-17.7418374774292,0.992539689799786,1,8,NA,2.24896161435345e-09
251,"MTD3546","Chondrus crispus","respiration rate",0.553603818387844,0.107821027751766,1.82228621108321,4.43041076984524,FALSE,2.31916628156384,1.28904961012581,302.544892634631,2.73915004821811,302.93602,-19.6793271423859,FALSE,4.52501765179312,0.943686180982226,1,8,NA,8.72111042364775e-10
252,"MTD3547","Griffithsia flosculosa","respiration rate",0.532143187776355,0.0702745826777912,1.4787432968982,2.88786007114444,FALSE,2.14799233901225,0.5001798274401,300.663005198993,1.56062651268605,302.978287,-19.3795093117978,FALSE,-5.82917295628274,0.967892171006717,1,8,NA,1.48830268483939e-09
253,"MTD3554","Acanthophora spicifera","respiration rate",0.000890744191996894,23548.2956079823,-5.80186593916492,21651223.2949466,FALSE,0.00229774789977257,15031.3558677468,350,55659006.0751838,315.067576,-6.32186562195628,FALSE,20.8230480882369,-0.0935208866554984,0,5,NA,0.00179653496928959
254,"MTD3555","Gracilaria verrucosa","respiration rate",0.171869544259365,0.225048761461337,-0.148766662951046,8.8850711401153,FALSE,4.85030699552051,24.7037355354825,309.304447967102,19.1059686366327,309.351427,-6.63108314762956,FALSE,8.91616906355366,0.461277840366609,2,3,NA,0.000753766934435032
255,"MTD3556","Bostrychia binderi","respiration rate",0.446148076259496,0.281806074490825,9.78494905587324,11.116613533141,FALSE,4.83980172454193,14939468.0237961,350,1355468924.67913,314.911257,-6.65057564720775,FALSE,12.1876118891516,0.885413032989733,0,5,NA,0.000204658645061502
256,"MTD3557","Cladophora repens","respiration rate",0.128103750312243,0.293927590177764,-2.37293683699995,11.5955134439148,FALSE,4.26472931491996,154970676.180736,350,2389597713.48217,315.05565,-7.08995237037551,FALSE,12.7395371435205,0.272886980657091,0,5,NA,0.000489820869414106
257,"MTD3562","Catenella repens","respiration rate",0.0200371412188359,1621.23914706388,-5.87600711292519,138300.898554768,FALSE,0.0429509402356521,289.076607121758,250,462838.798089451,285.5194935,-7.44179707365887,FALSE,17.842539063651,-0.0533410887774262,0,5,NA,0.000586745382920552
258,"MTD3563","Spyridia filamentosa","respiration rate",0.0988282496350189,0.337071121208891,-3.21704635054501,13.2919499611121,FALSE,4.25344037336211,613672591.402907,350,5440680440.44328,315.12218,-6.85531585278356,FALSE,14.2113848345344,0.15316066861623,0,5,NA,0.000698807759961027
259,"MTD3564","Gracilaria verrucosa","respiration rate",0.877921885969934,3.50725786563689,28.4633863618073,145.317652434074,FALSE,0.881042347203953,1.83481612264124,350,6873.6554338743,315.04951,-6.35072483893491,FALSE,11.3278248837421,0.680985810527193,2,3,NA,0.00042784878094131
260,"MTD3565","Bostrychia binderi","respiration rate",0.436512935205791,0.318843801580217,9.64039487684911,12.67185853516,FALSE,2.61732543873101,541326.532506818,350,8793941.79789787,315.04734,-6.4332508539365,FALSE,10.3552322187192,0.793236765771991,1,4,NA,0.000262841258514343
262,"MTD3613","Mougeotia","respiration rate",0.283225832495894,0.167290745348207,3.85206451136451,6.74122193298375,FALSE,3.77847144111695,58433602.4096939,350,1548276450.17495,308.15,-6.81054302580234,FALSE,10.0155593631061,0.759796106769494,0,6,NA,0.000429894601015968
263,"MTD3706","Laminaria saccharina","respiration rate",0.578408278039754,2.89233345116428,11.5069226465414,126.131518161188,FALSE,0.587122686609222,0.660015484055235,349.998943929822,4729.53876684575,303.15,-12.081541291314,FALSE,0.274299456522979,0.870058048401962,0,5,NA,3.03778619073217e-06
264,"MTD3707","Laminaria saccharina","respiration rate",0.114162638869911,8.21768600704232,-8.2040240590843,391.145489273841,FALSE,0.264120058475552,56.6165603750416,350,13156.2944240132,303.15,-12.752428960646,FALSE,2.24047354499824,0.543969164938397,0,5,NA,2.3213081270686e-06
265,"MTD3716","Zostera marina","respiration rate",0.304758821453991,859.494737475128,-2.93800055273707,254561.428920741,FALSE,0.00780102085543845,1741.5847236016,350,1846.02721022002,303.15,-10.3269006254934,FALSE,18.3751663264901,-0.229560435660985,1,4,NA,5.79999312754709e-06
266,"MTD3717","Zostera marina","respiration rate",0.829573796985149,0.995814409469066,21.5077285880003,41.0966349193939,FALSE,1.92181841393054,3.97774746151032,297.620232719939,6.78880678888328,298.15,-11.3954196917233,FALSE,17.0804047812187,0.525371479858779,2,3,NA,3.73750994416062e-06
267,"MTD3718","Zostera marina","respiration rate",0.868184641582324,1.55066834480321,24.178950760886,66.1875209856252,FALSE,0.869567478558913,1.03662298925755,342.24545508202,4456.83363177971,303.15,-11.7545675869973,FALSE,-5.5351198755874,0.948760899318915,0,5,NA,4.83150941723175e-06
268,"MTD3719","Zostera marina","respiration rate",1.18065160201711,87.9635717015359,36.9196821224417,3775.46320745326,FALSE,1.18072917955174,84.445863765124,350,401843.236005128,303.15,-11.8709554013119,FALSE,2.27760177585158,0.787135620637651,0,5,NA,4.2861425850858e-06
269,"MTD3720","Zostera marina","respiration rate",0.278289521476675,0.0607373949549411,0.666747833331788,2.4681091518896,FALSE,17.5123227814224,86664.7848756875,302.00403667186,3392.35248419501,298.15,-10.1614176133701,FALSE,-7.60827319953113,0.965267388690789,1,4,NA,2.1768605150272e-05
270,"MTD3721","Zostera marina","respiration rate",0.185002355255374,0.426652850611635,-3.42053046624624,17.6018773169102,FALSE,1.73852723947707,241221.422083568,350,8025534.4880609,303.15,-10.5002069089131,FALSE,7.33066544571429,0.653738195027349,0,5,NA,1.66974390511297e-05
271,"MTD3734","Kallymenia antarctica","respiration rate",1.54731671973738,0.754484361803433,53.4949374269645,31.9659009944067,FALSE,1.79310647827226,0.426063935451131,291.168686900279,4.70680284386628,293.15,-10.1537302066202,FALSE,6.16179624180072,0.83363802904497,1,4,NA,2.73782941019292e-05
272,"MTD3735","Kallymenia antarctica","respiration rate",1.50262399721697,0.440082507328244,51.7387987248695,18.6817853412192,FALSE,1.67271467081134,0.241757510936865,292.375084003826,4.19520252481913,293.15,-10.1698868243436,FALSE,-2.1504561120475,0.939979584742188,1,4,NA,2.68170820031726e-05
273,"MTD3736","Ballia callitricha","respiration rate",1.26577605933447,0.379906633518157,42.5864908787086,16.2241960730821,FALSE,1.26623881503556,0.159371707343043,335.428694523586,5344.4412048806,298.15,-9.1865483014998,FALSE,-7.13633913623152,0.991519416361699,0,5,NA,5.09553804499133e-05
274,"MTD3737","Ballia callitricha","respiration rate",1.0303658737122,0.106019147498553,31.8761586986375,4.45721527618079,FALSE,1.88714172466461,0.29087884330611,292.752713481003,0.65589217250744,293.15,-9.745118004656,FALSE,-9.89366749680281,0.993140699667575,1,4,NA,2.95368797009656e-05
275,"MTD3738","Gymnogongrus antarcticus","respiration rate",1.34465649642961,0.248807648816523,45.8165648084049,10.6140742743779,FALSE,1.34605296977864,0.116595322920758,323.282833342938,860.366143189527,298.15,-9.36097063705122,FALSE,-12.2207271437628,0.992705697424618,0,5,NA,4.63009219232067e-05
276,"MTD3739","Gymnogongrus antarcticus","respiration rate",1.10252707477871,0.0756409924464183,34.7068605063845,3.17156085441275,FALSE,2.10189591784453,0.249661704521085,292.780977803064,0.45897611268711,293.15,-9.72366228985671,FALSE,-12.2399152855467,0.998334836232784,1,4,NA,2.67858349225397e-05
278,"MTD3741","Phyllophora ahnfeltioides","respiration rate",1.50304218912237,3.73795770922093,52.260890684565,160.745067337329,FALSE,1.5031163798162,4.38947503170919,334.600713678725,64523.4813649887,298.15,-9.79553267037961,FALSE,5.30303820777745,0.922864503321823,0,5,NA,3.495510932355e-05
279,"MTD3742","Phyllophora ahnfeltioides","respiration rate",1.34370907730844,1.06269918376105,44.6699536201869,45.874737479464,FALSE,1.34376158447227,3.0858702661601,349.484833913019,333730.147569688,298.15,-10.1645156478805,FALSE,8.69506656846633,0.952650555033558,0,5,NA,1.7778854109439e-05
280,"MTD3743","Phyllophora ahnfeltioides","respiration rate",0.81297214566809,1.90820756652205,21.5491165388823,84.3913738305173,FALSE,0.570837950098539,39.8080555598443,350,151.823321182392,298.15,-9.94982496264719,FALSE,5.88955367416723,0.868095957642406,0,5,NA,8.13101618983615e-06
281,"MTD3746","Caulerpa prolifera","respiration rate",1.5811548451955,0.741076250853784,53.4982099335658,30.4184314593209,FALSE,1.58156654553812,0.369694880082493,338.210850031299,8488.58666178829,308.15,-9.03923802329202,FALSE,1.83032173428695,0.975687793914644,1,4,NA,1.14313210987297e-05
282,"MTD3747","Caulerpa prolifera","respiration rate",0.67412238276604,0.217157371434435,17.1919381718123,8.67237557185351,FALSE,23.3888483820762,6807126.12792689,307.437891573212,102382.783389655,308.15,-8.39225147563279,FALSE,7.26378961578377,0.987237441802917,0,5,NA,2.96068503169778e-05
283,"MTD3748","Caulerpa prolifera","respiration rate",0.260347374688902,0.112504064246581,0.79342592963084,4.49295135553075,FALSE,4.02974714977372,8594457.92352696,350,943339416.72213,308.15,-9.00787593104262,FALSE,-0.627805166242286,0.916069330657633,0,5,NA,5.15346255890296e-05
284,"MTD3749","Caulerpa prolifera","respiration rate",0.473347260423783,0.659324399137893,8.9444358116101,26.9123696872277,FALSE,1.42363851376461,44.7033341827517,318.002132988086,487.281780333086,308.15,-8.96612491546768,FALSE,8.53585503256436,0.92323676352274,0,5,NA,2.89514410543793e-05
