,Species,Species.1,Trait,E,Est_Tpk,Est_Response,Rank,Points_Before_Peak,Est_Tpk_std,Est_Response_std,E_std,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,RespiratoryPathway,TempPref,ConKingdom_len,ConKingdom_ES,ConKingdom_ES_max,ConKingdom_ES_min,RespiratoryPathway_len_x,RespiratoryPathway_ES_x,RespiratoryPathway_ES_max_x,RespiratoryPathway_ES_min_x,TempPref_len,TempPref_ES,TempPref_ES_max,TempPref_ES_min,RespiratoryPathway_len_y,RespiratoryPathway_ES_y,RespiratoryPathway_ES_max_y,RespiratoryPathway_ES_min_y
12,439,Spiroplasma cantharicola,Specific Growth Rate,1.8156167716465903,,,1,6,5.25330928296908,1.3912503620311698,0.13922018037154,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Aerobic,,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,242.0,0.8488050177842624,0.8989702521895601,0.7975579182383491,,,,,,,,
13,443,Spiroplasma citri,Specific Growth Rate,2.19140179892084,,,1,4,,,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Aerobic,,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,242.0,0.8488050177842624,0.8989702521895601,0.7975579182383491,,,,,,,,
14,444,Spiroplasma citri,Specific Growth Rate,2.02842777777921,,,1,4,,,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Aerobic,,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,242.0,0.8488050177842624,0.8989702521895601,0.7975579182383491,,,,,,,,
15,446,Spiroplasma citri,Specific Growth Rate,0.700687541346596,,,1,4,,,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Aerobic,,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,242.0,0.8488050177842624,0.8989702521895601,0.7975579182383491,,,,,,,,
16,462,Spiroplasma ixodetis,Specific Growth Rate,3.57829831342772,,,1,3,,,,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Aerobic,,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,242.0,0.8488050177842624,0.8989702521895601,0.7975579182383491,,,,,,,,
17,486,Staphylococcus aureus,Specific Growth Rate,1.52890191993803,,,1,18,0.0,0.0,0.0,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Aerobic,,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,242.0,0.8488050177842624,0.8989702521895601,0.7975579182383491,,,,,,,,
18,487,Staphylococcus aureus,Specific Growth Rate,1.52159700498534,,,1,16,8.49628595328764,0.0144515647914056,0.115435500305029,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Aerobic,,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,242.0,0.8488050177842624,0.8989702521895601,0.7975579182383491,,,,,,,,
19,488,Staphylococcus aureus,Specific Growth Rate,1.27998273307644,,,1,19,0.0,0.0,0.0,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Aerobic,,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,242.0,0.8488050177842624,0.8989702521895601,0.7975579182383491,,,,,,,,
20,490,Staphylococcus xylosus,Specific Growth Rate,1.61619343978958,,,1,23,3.6000000000008194,0.009329219566672509,0.18792857900683102,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Aerobic,,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,242.0,0.8488050177842624,0.8989702521895601,0.7975579182383491,,,,,,,,
21,491,Staphylococcus xylosus,Specific Growth Rate,1.42038218038467,,,1,13,,,,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Aerobic,,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,242.0,0.8488050177842624,0.8989702521895601,0.7975579182383491,,,,,,,,
22,492,Staphylococcus xylosus,Specific Growth Rate,1.46724953238781,,,1,23,0.0,0.0,0.0,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Aerobic,,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,242.0,0.8488050177842624,0.8989702521895601,0.7975579182383491,,,,,,,,
23,494,Staphylococcus xylosus,Specific Growth Rate,1.14843676089228,,,1,20,6.179508338272929,12.1328671795522,0.116444814311086,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Aerobic,,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,242.0,0.8488050177842624,0.8989702521895601,0.7975579182383491,,,,,,,,
24,192,Halobacterium salinarum,Specific Growth Rate,0.30897438804741995,,,1,15,,,,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Aerobic,,82.0,0.9698318621875804,1.1245472297431305,0.8499001484548777,242.0,0.8488050177842624,0.8989702521895601,0.7975579182383491,,,,,,,,
25,281,Merismopedia tenuissima,Specific Growth Rate,4.25968289071998,,,1,4,,,,Bacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Merismopedia,PhotosystemII,,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,81.0,0.9440371989552543,1.141565367864404,0.7901940823610114,,,,,,,,
26,335,Oscillatoria sp.,Specific Growth Rate,0.304807012485083,,,1,4,,,,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Oscillatoria,PhotosystemII,,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,81.0,0.9440371989552543,1.141565367864404,0.7901940823610114,,,,,,,,
27,369,Planktothrix agardhii,Specific Growth Rate,1.7925449002924498,,,1,7,6.307733348836019,0.00268728126660017,0.27872320044851,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Planktothrix,PhotosystemII,,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,81.0,0.9440371989552543,1.141565367864404,0.7901940823610114,,,,,,,,
28,370,Planktothrix agardhii,Specific Growth Rate,1.30695118483885,,,1,5,,,,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Planktothrix,PhotosystemII,,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,81.0,0.9440371989552543,1.141565367864404,0.7901940823610114,,,,,,,,
29,67,Brevibacterium sp.,Specific Growth Rate,0.01,,,1,17,,,,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,Fermentation,,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,67.0,0.9376328424209829,1.073590950687989,0.8157486348790873,,,,,,,,
30,68,Brevibacterium sp.,Specific Growth Rate,0.6320811683855521,,,1,12,,,,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,Fermentation,,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,67.0,0.9376328424209829,1.073590950687989,0.8157486348790873,,,,,,,,
31,70,Brevibacterium sp. cr3/1/15,Specific Growth Rate,1.9738043329443202,,,1,11,,,,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,Fermentation,,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,67.0,0.9376328424209829,1.073590950687989,0.8157486348790873,,,,,,,,
32,79,Caloramator fervidus,Specific Growth Rate,3.3711004361124997,,,1,6,0.0,0.0,0.0,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Caloramator,Fermentation,,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,67.0,0.9376328424209829,1.073590950687989,0.8157486348790873,,,,,,,,
33,87,Clostridium autoethanogenum,Specific Growth Rate,1.23033223334303,,,1,5,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Fermentation,,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,67.0,0.9376328424209829,1.073590950687989,0.8157486348790873,,,,,,,,
34,414,Ruminiclostridium thermosuccinogenes,Specific Growth Rate,1.08352441915886,,,1,5,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,Fermentation,,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,67.0,0.9376328424209829,1.073590950687989,0.8157486348790873,,,,,,,,
35,2,Acetobacterium fimetarium,Specific Growth Rate,0.6219443236669461,302.827000000008,3.6192469938561898,1,6,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,E1,Mesophile,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,12.0,1.06973834411875,1.06973834411875,1.06973834411875,265.0,0.8728750161059832,0.933095852771479,0.8191426171614351,4.0,,,
36,5,Acetobacterium tundrae,Specific Growth Rate,0.521275218352254,296.180000000006,1.05281859774561,1,5,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,E1,Mesophile,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,12.0,1.06973834411875,1.06973834411875,1.06973834411875,265.0,0.8728750161059832,0.933095852771479,0.8191426171614351,4.0,,,
37,6,Acetobacterium z-4092,Specific Growth Rate,0.526031442067541,296.518000000006,6.043244782940951,1,5,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,E1,Mesophile,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,12.0,1.06973834411875,1.06973834411875,1.06973834411875,265.0,0.8728750161059832,0.933095852771479,0.8191426171614351,4.0,,,
38,7,Acetobacterium z-4290,Specific Growth Rate,0.642689119099444,302.607000000008,3.7533097336067796,1,6,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,E1,Mesophile,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,12.0,1.06973834411875,1.06973834411875,1.06973834411875,265.0,0.8728750161059832,0.933095852771479,0.8191426171614351,4.0,,,
39,14,Acidibacter ferrireducens,Specific Growth Rate,1.5535451592057699,307.521600000003,2.00851379004056,1,3,0.45421095319256,0.18648762243044398,0.434736997488078,Bacteria,Proteobacteria,Gammaproteobacteria,,,Acidibacter,Aerobic,Mesophile,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,242.0,0.8488050177842624,0.8989702521895601,0.7975579182383491,265.0,0.8728750161059832,0.933095852771479,0.8191426171614351,173.0,0.8372977114325867,0.8971460710146794,0.7868900643572552
40,28,Acidocella aromatica,Specific Growth Rate,1.0647418560142399,304.150900000003,6.5544750957504,1,4,0.5530531167981422,0.591630240809953,0.273755970230988,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidocella,Aerobic,Mesophile,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,242.0,0.8488050177842624,0.8989702521895601,0.7975579182383491,265.0,0.8728750161059832,0.933095852771479,0.8191426171614351,173.0,0.8372977114325867,0.8971460710146794,0.7868900643572552
41,29,Acidovorax sp. k33,Specific Growth Rate,0.21114183950212098,305.081000000007,0.45820821916145504,1,12,3.2810153502231496,0.0683839653128827,0.040889431017195,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Aerobic,Mesophile,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,242.0,0.8488050177842624,0.8989702521895601,0.7975579182383491,265.0,0.8728750161059832,0.933095852771479,0.8191426171614351,173.0,0.8372977114325867,0.8971460710146794,0.7868900643572552
42,31,Aeromonas hydrophila,Specific Growth Rate,0.6495889185917421,305.800000000008,45.5313749712776,1,26,0.28106011812428305,1.15463627934751,0.0343217959399627,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aerobic,Mesophile,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,242.0,0.8488050177842624,0.8989702521895601,0.7975579182383491,265.0,0.8728750161059832,0.933095852771479,0.8191426171614351,173.0,0.8372977114325867,0.8971460710146794,0.7868900643572552
43,48,Bacillus cereus,Specific Growth Rate,0.839543441042991,306.05645001000704,31.609318708619103,1,15,0.8960263082829351,298.057646125464,0.0839113882873087,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Aerobic,Mesophile,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,242.0,0.8488050177842624,0.8989702521895601,0.7975579182383491,265.0,0.8728750161059832,0.933095852771479,0.8191426171614351,173.0,0.8372977114325867,0.8971460710146794,0.7868900643572552
44,49,Bacillus cereus,Specific Growth Rate,0.73725299833489,313.638800000008,77.9275572218743,1,8,0.38270708119927294,3.07280307045905,0.0601905133289711,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Aerobic,Mesophile,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,242.0,0.8488050177842624,0.8989702521895601,0.7975579182383491,265.0,0.8728750161059832,0.933095852771479,0.8191426171614351,173.0,0.8372977114325867,0.8971460710146794,0.7868900643572552
45,50,Bacillus cereus,Specific Growth Rate,0.8925298962479941,311.69310000000803,66.4386721799666,1,8,0.6909153810125009,9.140015682780039,0.14418865648973198,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Aerobic,Mesophile,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,242.0,0.8488050177842624,0.8989702521895601,0.7975579182383491,265.0,0.8728750161059832,0.933095852771479,0.8191426171614351,173.0,0.8372977114325867,0.8971460710146794,0.7868900643572552
46,51,Bacillus cereus,Specific Growth Rate,0.8746017618123941,310.66600000000705,63.073364589861896,1,8,0.549319945982159,6.3738330137307,0.10940408286491803,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Aerobic,Mesophile,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,242.0,0.8488050177842624,0.8989702521895601,0.7975579182383491,265.0,0.8728750161059832,0.933095852771479,0.8191426171614351,173.0,0.8372977114325867,0.8971460710146794,0.7868900643572552
47,52,Bacillus cereus,Specific Growth Rate,1.17443937705354,303.804610000006,40.6978665423421,1,8,0.392771880358141,2.0468921981897,0.11161628220712802,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Aerobic,Mesophile,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,242.0,0.8488050177842624,0.8989702521895601,0.7975579182383491,265.0,0.8728750161059832,0.933095852771479,0.8191426171614351,173.0,0.8372977114325867,0.8971460710146794,0.7868900643572552
48,54,Bacillus megaterium,Specific Growth Rate,0.90280327543577,312.703806880005,37.6937058533018,1,9,0.5940067459099639,5.16553591770292,0.17923644787676105,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Aerobic,Mesophile,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,242.0,0.8488050177842624,0.8989702521895601,0.7975579182383491,265.0,0.8728750161059832,0.933095852771479,0.8191426171614351,173.0,0.8372977114325867,0.8971460710146794,0.7868900643572552
49,57,Bacillus megaterium,Specific Growth Rate,0.8299920428259051,308.853215140007,23.9237238758367,1,6,0.68616324588265,2.3609997143220998,0.11534805102124199,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Aerobic,Mesophile,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,242.0,0.8488050177842624,0.8989702521895601,0.7975579182383491,265.0,0.8728750161059832,0.933095852771479,0.8191426171614351,173.0,0.8372977114325867,0.8971460710146794,0.7868900643572552
50,64,Bacillus subtilis,Specific Growth Rate,0.808856521765966,310.903852560005,28.495169595915197,1,9,0.78548450653102,2.25566426072034,0.16668332006838502,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Aerobic,Mesophile,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,242.0,0.8488050177842624,0.8989702521895601,0.7975579182383491,265.0,0.8728750161059832,0.933095852771479,0.8191426171614351,173.0,0.8372977114325867,0.8971460710146794,0.7868900643572552
51,66,Bosea eneae,Specific Growth Rate,0.650284474229452,299.673000000007,0.395981637065529,1,9,0.35957740474070204,0.0137266165608022,0.0556405175049424,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,Aerobic,Mesophile,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,242.0,0.8488050177842624,0.8989702521895601,0.7975579182383491,265.0,0.8728750161059832,0.933095852771479,0.8191426171614351,173.0,0.8372977114325867,0.8971460710146794,0.7868900643572552
52,71,Brochothrix thermosphacta,Specific Growth Rate,0.670414772529266,300.763706200007,30.6035303515244,1,6,1.80550712492988,12.5142436515807,0.0879743599237949,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Brochothrix,Aerobic,Mesophile,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,242.0,0.8488050177842624,0.8989702521895601,0.7975579182383491,265.0,0.8728750161059832,0.933095852771479,0.8191426171614351,173.0,0.8372977114325867,0.8971460710146794,0.7868900643572552
53,92,Colwellia hornerae,Specific Growth Rate,1.68033752370831,283.46499999999804,3.8059726763226402,1,10,1.0333981109450698,0.7514360810304971,0.852294637480517,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,Aerobic,Mesophile,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,242.0,0.8488050177842624,0.8989702521895601,0.7975579182383491,265.0,0.8728750161059832,0.933095852771479,0.8191426171614351,173.0,0.8372977114325867,0.8971460710146794,0.7868900643572552
54,93,Colwellia psychrerythraea,Specific Growth Rate,0.7887110274787059,286.577199999998,4.077838468437561,1,13,1.97062504910641,24.8533239952034,0.57187060856638,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,Aerobic,Mesophile,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,242.0,0.8488050177842624,0.8989702521895601,0.7975579182383491,265.0,0.8728750161059832,0.933095852771479,0.8191426171614351,173.0,0.8372977114325867,0.8971460710146794,0.7868900643572552
55,94,Colwellia psychrotropica,Specific Growth Rate,0.44664955490405,291.010199999998,9.68275467273822,1,14,0.305873029213086,0.248638004171311,0.0363209812529287,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,Aerobic,Mesophile,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,242.0,0.8488050177842624,0.8989702521895601,0.7975579182383491,265.0,0.8728750161059832,0.933095852771479,0.8191426171614351,173.0,0.8372977114325867,0.8971460710146794,0.7868900643572552
56,137,Erwinia amylovora,Specific Growth Rate,0.7023718299703461,301.911563616006,15.036856879825699,1,8,0.9155861169642091,3.2616017821447794,0.14441204171899402,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Erwinia,Aerobic,Mesophile,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,242.0,0.8488050177842624,0.8989702521895601,0.7975579182383491,265.0,0.8728750161059832,0.933095852771479,0.8191426171614351,173.0,0.8372977114325867,0.8971460710146794,0.7868900643572552
57,140,Escherichia coli,Specific Growth Rate,1.3294750956485601,313.646330000009,47.453148503284,1,16,0.889041672655359,7.409562062698161,0.17007060070434898,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Aerobic,Mesophile,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,242.0,0.8488050177842624,0.8989702521895601,0.7975579182383491,265.0,0.8728750161059832,0.933095852771479,0.8191426171614351,173.0,0.8372977114325867,0.8971460710146794,0.7868900643572552
58,142,Escherichia coli,Specific Growth Rate,0.594016173436916,310.555600000008,27.4496999383651,1,22,0.37961159097170005,1.0487680479588901,0.0380375287234749,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Aerobic,Mesophile,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,242.0,0.8488050177842624,0.8989702521895601,0.7975579182383491,265.0,0.8728750161059832,0.933095852771479,0.8191426171614351,173.0,0.8372977114325867,0.8971460710146794,0.7868900643572552
59,143,Escherichia coli,Specific Growth Rate,0.848688505578231,312.740780000008,60.8912949232881,1,81,0.189544612162985,1.03775239428844,0.0309470382146214,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Aerobic,Mesophile,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,242.0,0.8488050177842624,0.8989702521895601,0.7975579182383491,265.0,0.8728750161059832,0.933095852771479,0.8191426171614351,173.0,0.8372977114325867,0.8971460710146794,0.7868900643572552
60,145,Escherichia coli,Specific Growth Rate,0.7800691074916559,312.668870000008,58.3170826071511,1,5,0.5346578345073879,2.49616510434456,0.0794227052422884,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Aerobic,Mesophile,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,242.0,0.8488050177842624,0.8989702521895601,0.7975579182383491,265.0,0.8728750161059832,0.933095852771479,0.8191426171614351,173.0,0.8372977114325867,0.8971460710146794,0.7868900643572552
61,146,Escherichia coli,Specific Growth Rate,0.862484873319415,311.795820000008,68.4872528854835,1,5,0.353992937782743,2.04781810306983,0.0778025615171954,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Aerobic,Mesophile,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,242.0,0.8488050177842624,0.8989702521895601,0.7975579182383491,265.0,0.8728750161059832,0.933095852771479,0.8191426171614351,173.0,0.8372977114325867,0.8971460710146794,0.7868900643572552
62,147,Escherichia coli,Specific Growth Rate,1.22713849285985,311.641910000008,54.1941912636386,1,5,0.458177247361865,2.78394331202311,0.12578844440925502,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Aerobic,Mesophile,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,242.0,0.8488050177842624,0.8989702521895601,0.7975579182383491,265.0,0.8728750161059832,0.933095852771479,0.8191426171614351,173.0,0.8372977114325867,0.8971460710146794,0.7868900643572552
63,148,Escherichia coli,Specific Growth Rate,0.822838120625822,313.168870000008,70.6229118664355,1,6,0.671629535665992,63.9800372418081,0.120618170830092,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Aerobic,Mesophile,413.0,0.8881273970624254,0.937251948726487,0.8413541869148012,242.0,0.8488050177842624,0.8989702521895601,0.7975579182383491,265.0,0.8728750161059832,0.933095852771479,0.8191426171614351,173.0,0.8372977114325867,0.8971460710146794,0.7868900643572552
