Unnamed: 0,Species,Species.1,Trait,E,Est_Tpk,Est_Response,Rank,Points_Before_Peak,Est_Tpk_std,Est_Response_std,E_std,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,Best_Guess,TempPref,ConKingdom_len,ConKingdom_ES,ConKingdom_ES_max,ConKingdom_ES_min,Best_Guess_len_x,Best_Guess_ES_x,Best_Guess_ES_max_x,Best_Guess_ES_min_x,TempPref_len,TempPref_ES,TempPref_ES_max,TempPref_ES_min,Best_Guess_len_y,Best_Guess_ES_y,Best_Guess_ES_max_y,Best_Guess_ES_min_y,Model_name_x,ConKingdom_EG,ConKingdom_EG_min,ConKingdom_EG_max,ConKingdom_B0,Model_name_y,TempPref_EG,TempPref_EG_min,TempPref_EG_max,TempPref_B0
10,57,BacillusNAcereus,SpecificNAGrowthNARate,0.8746017618123941,310.666,63.073364589899995,1,8,0.556536710379595,6.75279895007761,0.109941964406068,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Aerobic,Mesophile,416.0,0.8797929647658447,0.9262033975443436,0.8386969331718401,241.0,0.8326910489057422,0.8839924612874807,0.788417342573748,264.0,0.8700944265608366,0.928377125997423,0.8163521127113385,173.0,0.8285893090367891,0.8787083844562389,0.7803596362613859,boltzmann_arrhenius_one_weight_non_linear,0.48822824677634724,0.3877040342116066,0.59844270834022,19.393750139780327,boltzmann_arrhenius_one_weight_non_linear,0.984643915603916,0.7496574935601429,1.2460683352928668,38.6297144393807
11,58,BacillusNAcereus,SpecificNAGrowthNARate,1.17443937705354,303.80461,40.6978665423,1,8,0.393862717199877,2.24903668040527,0.114594272628029,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Aerobic,Mesophile,416.0,0.8797929647658447,0.9262033975443436,0.8386969331718401,241.0,0.8326910489057422,0.8839924612874807,0.788417342573748,264.0,0.8700944265608366,0.928377125997423,0.8163521127113385,173.0,0.8285893090367891,0.8787083844562389,0.7803596362613859,boltzmann_arrhenius_one_weight_non_linear,0.48822824677634724,0.3877040342116066,0.59844270834022,19.393750139780327,boltzmann_arrhenius_one_weight_non_linear,0.984643915603916,0.7496574935601429,1.2460683352928668,38.6297144393807
12,60,BacillusNAmegaterium,SpecificNAGrowthNARate,0.90280327543577,312.70380688,37.6937058533,1,9,0.625077399269825,4.952272332323268,0.18241549061554505,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Aerobic,Mesophile,416.0,0.8797929647658447,0.9262033975443436,0.8386969331718401,241.0,0.8326910489057422,0.8839924612874807,0.788417342573748,264.0,0.8700944265608366,0.928377125997423,0.8163521127113385,173.0,0.8285893090367891,0.8787083844562389,0.7803596362613859,boltzmann_arrhenius_one_weight_non_linear,0.48822824677634724,0.3877040342116066,0.59844270834022,19.393750139780327,boltzmann_arrhenius_one_weight_non_linear,0.984643915603916,0.7496574935601429,1.2460683352928668,38.6297144393807
13,63,BacillusNAmegaterium,SpecificNAGrowthNARate,0.8299920428259051,308.85321514,23.9237238758,1,6,0.659618647401813,2.21727913387864,0.110358749186362,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Aerobic,Mesophile,416.0,0.8797929647658447,0.9262033975443436,0.8386969331718401,241.0,0.8326910489057422,0.8839924612874807,0.788417342573748,264.0,0.8700944265608366,0.928377125997423,0.8163521127113385,173.0,0.8285893090367891,0.8787083844562389,0.7803596362613859,boltzmann_arrhenius_one_weight_non_linear,0.48822824677634724,0.3877040342116066,0.59844270834022,19.393750139780327,boltzmann_arrhenius_one_weight_non_linear,0.984643915603916,0.7496574935601429,1.2460683352928668,38.6297144393807
14,70,BacillusNAsubtilis,SpecificNAGrowthNARate,0.808856521765966,310.90385256,28.495169595900002,1,9,0.811320503870264,2.10620899254733,0.16869598641722594,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Aerobic,Mesophile,416.0,0.8797929647658447,0.9262033975443436,0.8386969331718401,241.0,0.8326910489057422,0.8839924612874807,0.788417342573748,264.0,0.8700944265608366,0.928377125997423,0.8163521127113385,173.0,0.8285893090367891,0.8787083844562389,0.7803596362613859,boltzmann_arrhenius_one_weight_non_linear,0.48822824677634724,0.3877040342116066,0.59844270834022,19.393750139780327,boltzmann_arrhenius_one_weight_non_linear,0.984643915603916,0.7496574935601429,1.2460683352928668,38.6297144393807
15,72,BoseaNAeneae,SpecificNAGrowthNARate,0.650284474229452,299.673,0.395981637066,1,9,0.351109655236161,0.0136098355100905,0.0561781907584626,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,Aerobic,Mesophile,416.0,0.8797929647658447,0.9262033975443436,0.8386969331718401,241.0,0.8326910489057422,0.8839924612874807,0.788417342573748,264.0,0.8700944265608366,0.928377125997423,0.8163521127113385,173.0,0.8285893090367891,0.8787083844562389,0.7803596362613859,boltzmann_arrhenius_one_weight_non_linear,0.48822824677634724,0.3877040342116066,0.59844270834022,19.393750139780327,boltzmann_arrhenius_one_weight_non_linear,0.984643915603916,0.7496574935601429,1.2460683352928668,38.6297144393807
16,77,BrochothrixNAthermosphacta,SpecificNAGrowthNARate,0.670414772529266,300.7637062,30.6035303515,1,6,1.86262865311181,86.4009173967659,0.0884749883054921,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Brochothrix,Aerobic,Mesophile,416.0,0.8797929647658447,0.9262033975443436,0.8386969331718401,241.0,0.8326910489057422,0.8839924612874807,0.788417342573748,264.0,0.8700944265608366,0.928377125997423,0.8163521127113385,173.0,0.8285893090367891,0.8787083844562389,0.7803596362613859,boltzmann_arrhenius_one_weight_non_linear,0.48822824677634724,0.3877040342116066,0.59844270834022,19.393750139780327,boltzmann_arrhenius_one_weight_non_linear,0.984643915603916,0.7496574935601429,1.2460683352928668,38.6297144393807
17,98,ColwelliaNAhornerae,SpecificNAGrowthNARate,0.731880315030838,284.065,4.05448494646,1,11,0.490269966447031,0.300886623596338,0.190356370232779,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,Aerobic,Mesophile,416.0,0.8797929647658447,0.9262033975443436,0.8386969331718401,241.0,0.8326910489057422,0.8839924612874807,0.788417342573748,264.0,0.8700944265608366,0.928377125997423,0.8163521127113385,173.0,0.8285893090367891,0.8787083844562389,0.7803596362613859,boltzmann_arrhenius_one_weight_non_linear,0.48822824677634724,0.3877040342116066,0.59844270834022,19.393750139780327,boltzmann_arrhenius_one_weight_non_linear,0.984643915603916,0.7496574935601429,1.2460683352928668,38.6297144393807
18,99,ColwelliaNApsychrerythraea,SpecificNAGrowthNARate,0.460459879102393,286.0772,5.70651270814,1,13,0.308940107464195,0.154682794840849,0.0492641685820146,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,Aerobic,Mesophile,416.0,0.8797929647658447,0.9262033975443436,0.8386969331718401,241.0,0.8326910489057422,0.8839924612874807,0.788417342573748,264.0,0.8700944265608366,0.928377125997423,0.8163521127113385,173.0,0.8285893090367891,0.8787083844562389,0.7803596362613859,boltzmann_arrhenius_one_weight_non_linear,0.48822824677634724,0.3877040342116066,0.59844270834022,19.393750139780327,boltzmann_arrhenius_one_weight_non_linear,0.984643915603916,0.7496574935601429,1.2460683352928668,38.6297144393807
19,100,ColwelliaNApsychrotropica,SpecificNAGrowthNARate,0.44664955490405,291.0102,9.68275467274,1,14,0.31877866929891696,0.252901102459144,0.0364809280796815,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,Aerobic,Mesophile,416.0,0.8797929647658447,0.9262033975443436,0.8386969331718401,241.0,0.8326910489057422,0.8839924612874807,0.788417342573748,264.0,0.8700944265608366,0.928377125997423,0.8163521127113385,173.0,0.8285893090367891,0.8787083844562389,0.7803596362613859,boltzmann_arrhenius_one_weight_non_linear,0.48822824677634724,0.3877040342116066,0.59844270834022,19.393750139780327,boltzmann_arrhenius_one_weight_non_linear,0.984643915603916,0.7496574935601429,1.2460683352928668,38.6297144393807
20,143,ErwiniaNAamylovora,SpecificNAGrowthNARate,0.7023718299703461,301.91156361599997,15.0368568798,1,8,0.891752622329925,1.80783530044547,0.140475945967943,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Erwinia,Aerobic,Mesophile,416.0,0.8797929647658447,0.9262033975443436,0.8386969331718401,241.0,0.8326910489057422,0.8839924612874807,0.788417342573748,264.0,0.8700944265608366,0.928377125997423,0.8163521127113385,173.0,0.8285893090367891,0.8787083844562389,0.7803596362613859,boltzmann_arrhenius_one_weight_non_linear,0.48822824677634724,0.3877040342116066,0.59844270834022,19.393750139780327,boltzmann_arrhenius_one_weight_non_linear,0.984643915603916,0.7496574935601429,1.2460683352928668,38.6297144393807
21,146,EscherichiaNAcoli,SpecificNAGrowthNARate,1.32947509564856,313.64633,47.4531485033,1,16,0.893980874260502,7.608048362197139,0.157619166774392,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Aerobic,Mesophile,416.0,0.8797929647658447,0.9262033975443436,0.8386969331718401,241.0,0.8326910489057422,0.8839924612874807,0.788417342573748,264.0,0.8700944265608366,0.928377125997423,0.8163521127113385,173.0,0.8285893090367891,0.8787083844562389,0.7803596362613859,boltzmann_arrhenius_one_weight_non_linear,0.48822824677634724,0.3877040342116066,0.59844270834022,19.393750139780327,boltzmann_arrhenius_one_weight_non_linear,0.984643915603916,0.7496574935601429,1.2460683352928668,38.6297144393807
22,148,EscherichiaNAcoli,SpecificNAGrowthNARate,0.594016173436916,310.5556,27.449699938400002,1,22,0.36608434820415503,1.0238094161637,0.0378722626680229,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Aerobic,Mesophile,416.0,0.8797929647658447,0.9262033975443436,0.8386969331718401,241.0,0.8326910489057422,0.8839924612874807,0.788417342573748,264.0,0.8700944265608366,0.928377125997423,0.8163521127113385,173.0,0.8285893090367891,0.8787083844562389,0.7803596362613859,boltzmann_arrhenius_one_weight_non_linear,0.48822824677634724,0.3877040342116066,0.59844270834022,19.393750139780327,boltzmann_arrhenius_one_weight_non_linear,0.984643915603916,0.7496574935601429,1.2460683352928668,38.6297144393807
23,149,EscherichiaNAcoli,SpecificNAGrowthNARate,0.848688505578231,312.74078,60.8912949233,1,81,0.186846434271612,1.04435238032204,0.0295110061987183,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Aerobic,Mesophile,416.0,0.8797929647658447,0.9262033975443436,0.8386969331718401,241.0,0.8326910489057422,0.8839924612874807,0.788417342573748,264.0,0.8700944265608366,0.928377125997423,0.8163521127113385,173.0,0.8285893090367891,0.8787083844562389,0.7803596362613859,boltzmann_arrhenius_one_weight_non_linear,0.48822824677634724,0.3877040342116066,0.59844270834022,19.393750139780327,boltzmann_arrhenius_one_weight_non_linear,0.984643915603916,0.7496574935601429,1.2460683352928668,38.6297144393807
24,151,EscherichiaNAcoli,SpecificNAGrowthNARate,0.7800691074916559,312.66887,58.3170826072,1,5,0.531329050589301,2.54222985947227,0.0820334688633071,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Aerobic,Mesophile,416.0,0.8797929647658447,0.9262033975443436,0.8386969331718401,241.0,0.8326910489057422,0.8839924612874807,0.788417342573748,264.0,0.8700944265608366,0.928377125997423,0.8163521127113385,173.0,0.8285893090367891,0.8787083844562389,0.7803596362613859,boltzmann_arrhenius_one_weight_non_linear,0.48822824677634724,0.3877040342116066,0.59844270834022,19.393750139780327,boltzmann_arrhenius_one_weight_non_linear,0.984643915603916,0.7496574935601429,1.2460683352928668,38.6297144393807
25,152,EscherichiaNAcoli,SpecificNAGrowthNARate,0.862484873319415,311.79582,68.4872528855,1,5,0.354913566942794,2.06800380131976,0.0758115036409773,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Aerobic,Mesophile,416.0,0.8797929647658447,0.9262033975443436,0.8386969331718401,241.0,0.8326910489057422,0.8839924612874807,0.788417342573748,264.0,0.8700944265608366,0.928377125997423,0.8163521127113385,173.0,0.8285893090367891,0.8787083844562389,0.7803596362613859,boltzmann_arrhenius_one_weight_non_linear,0.48822824677634724,0.3877040342116066,0.59844270834022,19.393750139780327,boltzmann_arrhenius_one_weight_non_linear,0.984643915603916,0.7496574935601429,1.2460683352928668,38.6297144393807
26,153,EscherichiaNAcoli,SpecificNAGrowthNARate,1.22713849285985,311.64191,54.1941912636,1,5,0.44040861708201,3.12582644261634,0.12516908143646802,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Aerobic,Mesophile,416.0,0.8797929647658447,0.9262033975443436,0.8386969331718401,241.0,0.8326910489057422,0.8839924612874807,0.788417342573748,264.0,0.8700944265608366,0.928377125997423,0.8163521127113385,173.0,0.8285893090367891,0.8787083844562389,0.7803596362613859,boltzmann_arrhenius_one_weight_non_linear,0.48822824677634724,0.3877040342116066,0.59844270834022,19.393750139780327,boltzmann_arrhenius_one_weight_non_linear,0.984643915603916,0.7496574935601429,1.2460683352928668,38.6297144393807
27,154,EscherichiaNAcoli,SpecificNAGrowthNARate,0.822838120625822,313.16887,70.6229118664,1,6,0.659071659176809,9.150099094770633,0.122281904008605,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Aerobic,Mesophile,416.0,0.8797929647658447,0.9262033975443436,0.8386969331718401,241.0,0.8326910489057422,0.8839924612874807,0.788417342573748,264.0,0.8700944265608366,0.928377125997423,0.8163521127113385,173.0,0.8285893090367891,0.8787083844562389,0.7803596362613859,boltzmann_arrhenius_one_weight_non_linear,0.48822824677634724,0.3877040342116066,0.59844270834022,19.393750139780327,boltzmann_arrhenius_one_weight_non_linear,0.984643915603916,0.7496574935601429,1.2460683352928668,38.6297144393807
28,155,EscherichiaNAcoli,SpecificNAGrowthNARate,0.702522824895373,312.55,78.4454725323,1,47,0.307352550013894,1.95176943896359,0.036990742058667,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Aerobic,Mesophile,416.0,0.8797929647658447,0.9262033975443436,0.8386969331718401,241.0,0.8326910489057422,0.8839924612874807,0.788417342573748,264.0,0.8700944265608366,0.928377125997423,0.8163521127113385,173.0,0.8285893090367891,0.8787083844562389,0.7803596362613859,boltzmann_arrhenius_one_weight_non_linear,0.48822824677634724,0.3877040342116066,0.59844270834022,19.393750139780327,boltzmann_arrhenius_one_weight_non_linear,0.984643915603916,0.7496574935601429,1.2460683352928668,38.6297144393807
29,156,EscherichiaNAcoli,SpecificNAGrowthNARate,0.6501887217567679,313.16,62.8416704154,1,22,0.3746543874026621,1.93487309391568,0.0419343060745145,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Aerobic,Mesophile,416.0,0.8797929647658447,0.9262033975443436,0.8386969331718401,241.0,0.8326910489057422,0.8839924612874807,0.788417342573748,264.0,0.8700944265608366,0.928377125997423,0.8163521127113385,173.0,0.8285893090367891,0.8787083844562389,0.7803596362613859,boltzmann_arrhenius_one_weight_non_linear,0.48822824677634724,0.3877040342116066,0.59844270834022,19.393750139780327,boltzmann_arrhenius_one_weight_non_linear,0.984643915603916,0.7496574935601429,1.2460683352928668,38.6297144393807
30,157,EscherichiaNAcoli,SpecificNAGrowthNARate,0.6543604446585021,313.56,65.84449343899999,1,22,0.458054047029491,2.2443603138256805,0.0511246092342699,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Aerobic,Mesophile,416.0,0.8797929647658447,0.9262033975443436,0.8386969331718401,241.0,0.8326910489057422,0.8839924612874807,0.788417342573748,264.0,0.8700944265608366,0.928377125997423,0.8163521127113385,173.0,0.8285893090367891,0.8787083844562389,0.7803596362613859,boltzmann_arrhenius_one_weight_non_linear,0.48822824677634724,0.3877040342116066,0.59844270834022,19.393750139780327,boltzmann_arrhenius_one_weight_non_linear,0.984643915603916,0.7496574935601429,1.2460683352928668,38.6297144393807
31,159,EscherichiaNAcoli,SpecificNAGrowthNARate,0.642558651241715,313.26,60.761320173,1,22,0.495890865009744,2.45224731469162,0.0531125898929357,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Aerobic,Mesophile,416.0,0.8797929647658447,0.9262033975443436,0.8386969331718401,241.0,0.8326910489057422,0.8839924612874807,0.788417342573748,264.0,0.8700944265608366,0.928377125997423,0.8163521127113385,173.0,0.8285893090367891,0.8787083844562389,0.7803596362613859,boltzmann_arrhenius_one_weight_non_linear,0.48822824677634724,0.3877040342116066,0.59844270834022,19.393750139780327,boltzmann_arrhenius_one_weight_non_linear,0.984643915603916,0.7496574935601429,1.2460683352928668,38.6297144393807
32,162,EscherichiaNAcoli,SpecificNAGrowthNARate,0.756121392419618,311.46,85.6068601517,1,43,0.256280920085811,2.0233845201569296,0.0437395216855667,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Aerobic,Mesophile,416.0,0.8797929647658447,0.9262033975443436,0.8386969331718401,241.0,0.8326910489057422,0.8839924612874807,0.788417342573748,264.0,0.8700944265608366,0.928377125997423,0.8163521127113385,173.0,0.8285893090367891,0.8787083844562389,0.7803596362613859,boltzmann_arrhenius_one_weight_non_linear,0.48822824677634724,0.3877040342116066,0.59844270834022,19.393750139780327,boltzmann_arrhenius_one_weight_non_linear,0.984643915603916,0.7496574935601429,1.2460683352928668,38.6297144393807
33,163,EscherichiaNAcoli,SpecificNAGrowthNARate,0.89674182787546,312.76,56.5316081395,1,24,0.619195207999448,6.80207414067956,0.0912796271659192,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Aerobic,Mesophile,416.0,0.8797929647658447,0.9262033975443436,0.8386969331718401,241.0,0.8326910489057422,0.8839924612874807,0.788417342573748,264.0,0.8700944265608366,0.928377125997423,0.8163521127113385,173.0,0.8285893090367891,0.8787083844562389,0.7803596362613859,boltzmann_arrhenius_one_weight_non_linear,0.48822824677634724,0.3877040342116066,0.59844270834022,19.393750139780327,boltzmann_arrhenius_one_weight_non_linear,0.984643915603916,0.7496574935601429,1.2460683352928668,38.6297144393807
34,164,EscherichiaNAcoli,SpecificNAGrowthNARate,0.734667682992785,313.36,64.2296760794,1,23,0.379723254489458,2.04114835239002,0.0484395401601547,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Aerobic,Mesophile,416.0,0.8797929647658447,0.9262033975443436,0.8386969331718401,241.0,0.8326910489057422,0.8839924612874807,0.788417342573748,264.0,0.8700944265608366,0.928377125997423,0.8163521127113385,173.0,0.8285893090367891,0.8787083844562389,0.7803596362613859,boltzmann_arrhenius_one_weight_non_linear,0.48822824677634724,0.3877040342116066,0.59844270834022,19.393750139780327,boltzmann_arrhenius_one_weight_non_linear,0.984643915603916,0.7496574935601429,1.2460683352928668,38.6297144393807
